"STATION","Name","PPT_sp_Station","PPT_sm_Station","PPT_at_Station","PPT_wt_Station","Tmax_sp_Station","Tmax_sm_Station","Tmax_at_Station","Tmax_wt_Station","Tmin_sp_Station","Tmin_sm_Station","Tmin_at_Station","Tmin_wt_Station","Tave_sp_Station","Tave_sm_Station","Tave_at_Station","Tave_wt_Station","MSP_Station","MAP_Station","MAT_Station","MWMT_Station","MCMT_Station","TD_Station","AHM_Station","SHM_Station","Tmax_wt_Model","Tmax_sp_Model","Tmax_sm_Model","Tmax_at_Model","Tmin_wt_Model","Tmin_sp_Model","Tmin_sm_Model","Tmin_at_Model","Tave_wt_Model","Tave_sp_Model","Tave_sm_Model","Tave_at_Model","PPT_wt_Model","PPT_sp_Model","PPT_sm_Model","PPT_at_Model","MAT_Model","MWMT_Model","MCMT_Model","TD_Model","MAP_Model","MSP_Model","AHM_Model","SHM_Model"
"1018598","VICTORIA UNI",106,49,203,241,14.4333333333333,22.5333333333333,15.0333333333333,8.6,5.66666666666667,11.0666666666667,7.16666666666667,3.16666666666667,10.05,16.8,11.1,5.88333333333333,101,599,10.9583333333333,17.6,5.5,12.1,34.9888703394546,174.257425742574,7.6,13.8,21.5,14.3,2.3,5.3,11,6.6,4.9,9.5,16.3,10.5,329,140,55,247,10.3,17,4.4,12.6,771,127,26.4,134.4
"1018610","VICTORIA GON",111,57,233,248,13.5,19.7,14.0666666666667,7.86666666666667,6.5,11.3666666666667,7.96666666666667,3.46666666666667,10,15.5333333333333,11.0166666666667,5.66666666666667,112,649,10.5541666666667,16.15,5.1,11.05,31.6705187467899,144.196428571429,7.9,13.8,21.1,14.4,2.6,5.6,11.1,6.8,5.2,9.7,16.1,10.6,315,136,54,240,10.4,16.8,4.7,12.1,745,124,27.4,134.8
"1018611","VICTORIA GON",108,52,222,246,13.5666666666667,19.7333333333333,14.2,7.9,6.46666666666667,11.2333333333333,7.93333333333333,3.46666666666667,10.0166666666667,15.4833333333333,11.0666666666667,5.68333333333333,103,628,10.5625,16.15,5.15,11,32.7428343949045,156.796116504854,7.6,13.8,21.1,14.4,2.3,5.3,11,6.6,5,9.5,16.1,10.5,323,137,54,243,10.3,16.8,4.4,12.4,758,125,26.7,134.6
"1018616","VICTORIA HIG",201,78,372,495,13.3,22.5,13.6666666666667,5.9,3.46666666666667,10.2,5.23333333333333,0.4,8.38333333333333,16.35,9.45,3.15,163,1146,9.33333333333333,17.4,2.7,14.7,16.870273414776,106.748466257669,6.2,13,21.6,13.5,1.3,4.5,10.8,6.2,3.8,8.7,16.2,9.9,457,199,69,333,9.6,17.1,3.1,14,1059,149,18.6,115.1
"1018620","VICTORIA INT",166,68,279,379,13.7333333333333,21.5,14.4333333333333,7.7,4.66666666666667,10.6333333333333,5.73333333333333,1.23333333333333,9.2,16.0666666666667,10.0833333333333,4.46666666666667,138,892,9.95416666666667,16.8,3.95,12.85,22.3701420029895,121.739130434783,7.7,14,21.9,14.5,2,5.3,11.2,6.6,4.9,9.7,16.6,10.6,377,157,65,290,10.4,17.3,4.3,13,889,140,23,123.8
"1018640","VICTORIA LAN",NA,63,236,NA,13.9,21.4666666666667,14.4666666666667,8,5.73333333333333,11.1666666666667,6.7,2.8,9.81666666666667,16.3166666666667,10.5833333333333,5.4,122,NA,10.5291666666667,17.05,5,12.05,NA,139.754098360656,7.9,13.9,21.3,14.5,2.5,5.5,11.1,6.7,5.2,9.7,16.2,10.6,321,137,54,243,10.4,16.9,4.6,12.2,756,125,27,135.4
"1018642","VICTORIA MAR",233,77,403,527,12.4666666666667,18,13.2666666666667,7.73333333333333,5.33333333333333,10.0666666666667,6.56666666666667,2.56666666666667,8.9,14.0333333333333,9.91666666666667,5.15,171,1240,9.5,14.75,4.6,10.15,15.7258064516129,86.2573099415205,8,13.4,19.7,14.2,2.3,5.3,10.7,6.6,5.2,9.3,15.2,10.4,534,238,79,401,10,15.9,4.7,11.2,1251,169,16,93.7
"1018651","VICTORIA NOR",145,66,283,363,14.7333333333333,22.8333333333333,15.2666666666667,7.96666666666667,4.4,10.6,5.76666666666667,1.4,9.56666666666667,16.7166666666667,10.5166666666667,4.68333333333333,130,857,10.3708333333333,17.55,4.05,13.5,23.7699338778685,135,7.9,13.9,21.6,14.5,2.5,5.5,11.1,6.7,5.2,9.7,16.4,10.6,369,155,59,275,10.5,17,4.6,12.4,859,131,23.8,130.1
"1018660","VICTORIA TIL",148,62,276,353,14.7666666666667,22.6666666666667,15.1666666666667,8.33333333333333,4.56666666666667,10.3333333333333,5.7,1.83333333333333,9.66666666666667,16.5,10.4333333333333,5.08333333333333,129,839,10.4208333333333,17.3,4.45,12.85,24.339491458085,134.108527131783,7.9,13.9,21.4,14.5,2.5,5.5,11.1,6.7,5.2,9.7,16.2,10.6,351,149,57,265,10.4,16.9,4.6,12.3,822,129,24.8,131.5
"1018935","WILLIAM HEAD",169,66,322,370,13,20.4333333333333,13.6666666666667,8.06666666666667,6.1,11.1666666666667,7.33333333333333,3.33333333333333,9.55,15.8,10.5,5.7,136,927,10.3875,16.45,5.3,11.15,21.9929881337648,120.955882352941,8.1,13.5,20.3,14.3,2.6,5.6,10.9,6.7,5.3,9.5,15.6,10.5,406,171,61,296,10.3,16.3,4.8,11.5,934,137,21.7,119.6
"1018FJ5","VICTORIA HAR",189,73,324,395,14.6666666666667,22.8,15.2333333333333,8.53333333333333,6.03333333333333,12.3333333333333,7.83333333333333,3.3,10.35,17.5666666666667,11.5333333333333,5.91666666666667,145,981,11.3416666666667,18.55,5.3,13.25,21.7550118926266,127.931034482759,6.9,13.4,21.7,13.9,1.7,4.8,11,6.4,4.3,9.1,16.3,10.1,425,183,67,310,10,17.1,3.7,13.5,984,144,20.3,119.4
"1019010","YOUBOU",427,151,622,792,13.5333333333333,23.4333333333333,15.3666666666667,7.66666666666667,5.23333333333333,12.1666666666667,6.43333333333333,1.66666666666667,9.38333333333333,17.8,10.9,4.66666666666667,308,1992,10.6875,18.75,4.25,14.5,10.3852911646586,60.8766233766234,4.1,11.3,21.3,12.5,-0.6,2.8,9.7,4.8,1.8,7,15.5,8.6,850,447,140,665,8.2,16.7,1.4,15.4,2101,300,8.7,55.8
"101C0ME","GALIANO SOUT",NA,NA,NA,NA,NA,NA,13.8333333333333,NA,NA,NA,5.73333333333333,NA,NA,NA,9.78333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,13.9,21.8,14.2,1.8,5.3,11.5,6.6,4.6,9.6,16.6,10.4,356,175,83,291,10.3,17.4,4,13.4,906,174,22.4,100.2
"101HFEE","VICTORIA PHY",126,63,223,282,13.0666666666667,19.7333333333333,13.4666666666667,7.76666666666667,6.5,11.0666666666667,7.96666666666667,3.96666666666667,9.78333333333333,15.4,10.7166666666667,5.86666666666667,122,694,10.4416666666667,16.05,5.5,10.55,29.454851104707,131.55737704918,8.1,13.9,21.4,14.5,2.7,5.7,11.2,6.8,5.4,9.8,16.3,10.7,302,131,53,226,10.5,17,4.8,12.2,712,123,28.8,137.6
"101QFEG","VICTORIA SHO",136,61,254,343,14.7666666666667,22.3333333333333,14.9,8.23333333333333,5.7,11.5666666666667,6.9,2.5,10.2333333333333,16.95,10.9,5.36666666666667,121,794,10.8625,17.7,4.65,13.05,26.2751889168766,146.280991735537,7.9,13.9,21.4,14.5,2.5,5.5,11.1,6.7,5.2,9.7,16.2,10.6,346,146,56,260,10.4,16.9,4.7,12.3,808,128,25.3,132.4
"102001","CASSIDY",NA,NA,NA,NA,12.5,22.5666666666667,11.8333333333333,3.23333333333333,2.86666666666667,10.2333333333333,4.36666666666667,-0.866666666666667,7.68333333333333,16.4,8.1,1.18333333333333,NA,NA,8.34166666666667,17.5,0.75,16.75,NA,NA,5.2,12.6,21.6,13,0.2,4.1,11.2,5.5,2.7,8.3,16.4,9.3,543,258,93,381,9.2,17.4,2.2,15.2,1275,196,15.1,88.9
"102003","CHRISTIE RD",NA,89,394,NA,10.9,20.0666666666667,11.1666666666667,3.36666666666667,3.03333333333333,10.3666666666667,4.43333333333333,-0.766666666666667,6.96666666666667,15.2166666666667,7.8,1.3,NA,NA,7.82083333333333,16.2,0.85,15.35,NA,NA,4.7,12.2,21.3,12.6,0,3.8,10.9,5.4,2.3,8,16.1,9,602,285,93,394,8.9,17.1,1.8,15.3,1374,202,13.7,84.6
"102007","MT WASHINGTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.8,16.6,8.8,-4.9,-1.5,6.5,1.5,-2,2.6,11.6,5.1,1182,679,320,944,4.3,12.9,-2.5,15.4,3125,595,4.6,21.7
"102008","EXTENSION",NA,NA,NA,NA,10.9333333333333,20.4333333333333,11.8333333333333,3.26666666666667,2.1,9.8,4.26666666666667,-1.7,6.51666666666667,15.1166666666667,8.05,0.783333333333333,NA,NA,7.61666666666667,16.1,0.15,15.95,NA,NA,3.3,10.6,20.1,11.5,-1.1,2.6,9.9,4.5,1.1,6.6,15,8,797,375,115,541,7.7,16,0.6,15.5,1829,247,9.7,65
"102012","MERRILL LAKE",NA,NA,NA,NA,11.7333333333333,21.4666666666667,11.7,2.5,2.03333333333333,9.86666666666667,4.33333333333333,-1.8,6.88333333333333,15.6666666666667,8.01666666666667,0.35,NA,NA,7.72916666666667,16.7,-0.5,17.2,NA,NA,3.3,11.8,21.4,11.9,-1,2.7,10,4.4,1.1,7.3,15.7,8.1,595,296,160,530,8.1,16.7,0.5,16.2,1581,297,11.4,56.1
"102014","AMOR LAKE",NA,NA,645,NA,10.6,21,10.3666666666667,2.03333333333333,3.23333333333333,10.5666666666667,5,-0.866666666666667,6.91666666666667,15.7833333333333,7.68333333333333,0.583333333333333,NA,NA,7.74166666666667,16.75,0.2,16.55,NA,NA,3.3,11.9,21.3,11.8,-0.7,3.1,10.3,4.7,1.3,7.5,15.8,8.3,636,320,176,567,8.2,16.7,0.6,16.1,1699,324,10.7,51.5
"102016","SNAKEHEAD",NA,NA,NA,NA,10.4333333333333,20.0333333333333,10.2333333333333,1.76666666666667,2.2,9.5,4.26666666666667,-1.63333333333333,6.31666666666667,14.7666666666667,7.25,0.0666666666666667,NA,NA,7.1,15.8,-0.45,16.25,NA,NA,3.3,11.9,21.5,11.9,-1.1,2.5,9.8,4.3,1.1,7.2,15.7,8.1,543,281,153,486,8,16.6,0.5,16.1,1463,285,12.3,58.2
"102017","JOHN HART",NA,NA,NA,NA,11.7333333333333,21.8,11.5666666666667,3.2,2.56666666666667,10.4333333333333,4.53333333333333,-1.06666666666667,7.15,16.1166666666667,8.05,1.06666666666667,NA,NA,8.09583333333333,17,0.55,16.45,NA,NA,4.2,12.5,21.8,12.4,-0.4,3.4,10.5,4.9,1.9,7.9,16.2,8.7,560,296,161,501,8.7,17,1.3,15.7,1518,300,12.3,56.8
"102018","MENZIES BAY",NA,NA,NA,NA,12.7333333333333,21.9333333333333,12.3333333333333,4.16666666666667,4.33333333333333,11.2333333333333,5.46666666666667,0.266666666666667,8.53333333333333,16.5833333333333,8.9,2.21666666666667,NA,NA,9.05833333333333,17.5,1.75,15.75,NA,NA,5.3,13.2,22.2,13.2,0.4,4.2,11.1,5.4,2.9,8.7,16.7,9.3,575,308,168,516,9.4,17.6,2.3,15.3,1567,315,12.4,55.7
"102020","MORTE LAKE",NA,NA,NA,NA,NA,21.9,12.9333333333333,5.1,NA,11.7666666666667,6.56666666666667,1.3,NA,16.8333333333333,9.75,3.2,NA,NA,NA,17.85,2.6,15.25,NA,NA,4.2,12.2,21.5,12.2,-0.5,3.4,10.5,4.9,1.9,7.8,16,8.5,623,333,189,555,8.5,16.9,1.2,15.6,1700,348,10.9,48.5
"102022","ELK BAY",NA,NA,NA,NA,11.9,20.7333333333333,11.3666666666667,3.63333333333333,5.36666666666667,11.8,6.26666666666667,0.533333333333333,8.63333333333333,16.2666666666667,8.81666666666667,2.08333333333333,NA,NA,8.95,17.15,1.6,15.55,NA,NA,3.7,11.9,20.9,11.7,-0.5,3.4,10.5,4.8,1.6,7.7,15.7,8.3,764,428,244,669,8.3,16.6,0.9,15.7,2104,442,8.7,37.5
"102025","FRENCH CREEK",360,140,541,734,9.9,19.7,10.6,3.13333333333333,2.93333333333333,10.2333333333333,5,-0.633333333333333,6.41666666666667,14.9666666666667,7.8,1.25,271,1775,7.60833333333333,16,0.6,15.4,9.92018779342723,59.0405904059041,3.1,10.4,19.6,10.9,-1.2,2.4,9.9,4.4,1,6.4,14.8,7.6,764,374,134,606,7.4,15.7,0.4,15.2,1877,263,9.3,59.7
"102026","BIG TREE CK",NA,NA,NA,NA,13.1,21.7,12.3666666666667,2.9,2.26666666666667,9.03333333333333,3.73333333333333,-1.66666666666667,7.68333333333333,15.3666666666667,8.05,0.616666666666667,NA,NA,7.92916666666667,16.25,-0.2,16.45,NA,NA,4.2,12.5,21.4,12.4,-0.1,3.7,10.6,4.9,2,8.1,16,8.7,625,302,167,552,8.7,16.8,1.3,15.5,1645,311,11.4,54
"102027","TSABLE R FP",NA,NA,NA,NA,12.4333333333333,22.4666666666667,12.3666666666667,4.03333333333333,3.6,10.8333333333333,5,-0.166666666666667,8.01666666666667,16.65,8.68333333333333,1.93333333333333,NA,NA,8.82083333333333,17.65,1.35,16.3,NA,NA,4.5,12.4,21.7,12.6,-0.5,3.2,10.5,4.9,2,7.8,16.1,8.7,724,338,105,569,8.7,17,1.4,15.6,1736,218,10.8,78.2
"1020270","ALERT BAY",315,183,570,584,11.6666666666667,17.6,11.9666666666667,6.36666666666667,4.6,9.93333333333333,6.26666666666667,2.3,8.13333333333333,13.7666666666667,9.11666666666667,4.33333333333333,346,1652,8.8375,14.6,3.9,10.7,11.4028450363196,42.1965317919075,6.6,12.1,18.4,12.6,2,4.5,10.3,6.3,4.3,8.3,14.4,9.4,590,348,190,601,9.1,15.3,3.8,11.5,1729,368,11,41.6
"102033","KOKISH CAMP",NA,NA,NA,666,11.5666666666667,NA,11.9666666666667,NA,3.93333333333333,NA,5.8,NA,7.75,NA,8.88333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,11.5,19,12,0.6,3.4,9.7,5.3,2.8,7.5,14.3,8.6,578,439,208,711,8.3,15.3,2.2,13.1,1935,416,9.5,36.8
"102035","ANDERSON LK",NA,252,NA,NA,NA,19.3666666666667,NA,NA,NA,9.53333333333333,NA,NA,NA,14.45,NA,NA,446,NA,NA,15.35,NA,NA,NA,34.4170403587444,3.3,11,20,11.3,-2,1.6,9.1,3.4,0.7,6.3,14.6,7.3,830,414,225,632,7.2,15.4,0.1,15.3,2100,417,8.2,36.9
"102037","WEST THURLOW",NA,NA,NA,NA,NA,18.9,NA,3.06666666666667,NA,10.4,NA,0.533333333333333,NA,14.65,NA,1.8,NA,NA,NA,15.6,1,14.6,NA,NA,3.9,11.8,20.4,11.5,-0.1,3.6,10.5,5.1,1.9,7.7,15.4,8.3,643,413,245,712,8.3,16.3,1.1,15.2,2012,447,9.1,36.4
"102040","WEIGHILL FAR",NA,NA,NA,NA,NA,NA,13.4,6.13333333333333,NA,NA,5.63333333333333,0.933333333333333,NA,NA,9.51666666666667,3.53333333333333,NA,NA,NA,NA,3.05,NA,NA,NA,6.2,13.2,21.8,13.5,0.9,4.6,11.9,5.9,3.5,8.9,16.8,9.7,422,204,98,325,9.7,17.7,2.9,14.8,1049,190,18.8,93.3
"102046","OYSTER",NA,186,NA,NA,12.4666666666667,21.7666666666667,11.9666666666667,NA,3,NA,4.6,NA,7.73333333333333,NA,8.28333333333333,NA,319,NA,NA,NA,NA,NA,NA,NA,4.6,12.7,21.9,12.5,-0.6,3.1,10.3,4.5,2,7.9,16.1,8.5,584,304,170,491,8.6,16.9,1.4,15.5,1548,304,12,55.7
"1020590","BALLENAS ISL",151,82,228,281,NA,21.1666666666667,14.3,8,6.86666666666667,13.4666666666667,8.23333333333333,2.83333333333333,NA,17.3166666666667,11.2666666666667,5.41666666666667,158,742,NA,18.25,5,13.25,NA,115.506329113924,7,13.5,21.8,13.8,1.3,5,12.3,6.4,4.1,9.3,17.1,10.1,380,192,95,304,10.1,17.9,3.6,14.3,971,188,20.8,95.2
"1020880","BLACK CREEK",330,147,482,668,13.5,21.8666666666667,13.3,6,3.1,10.2,4.16666666666667,-0.266666666666667,8.3,16.0333333333333,8.73333333333333,2.86666666666667,272,1627,8.98333333333333,16.95,2.25,14.7,11.6676910469166,62.3161764705882,6.1,13.5,22.4,13.4,0.2,3.9,10.9,5,3.1,8.7,16.6,9.2,548,280,134,463,9.4,17.5,2.6,14.9,1425,256,13.6,68.3
"1021260","CAMPBELL RIV",338,138,465,666,12.8,21.6666666666667,12.9,5.63333333333333,3.9,11.1,5.6,0.4,8.35,16.3833333333333,9.25,3.01666666666667,272,1607,9.25,17.4,2.4,15,11.9788425637834,63.9705882352941,5.5,13.4,22.3,13.3,0.3,4,11.1,5.2,2.9,8.7,16.7,9.2,553,292,155,489,9.4,17.5,2.4,15.2,1489,292,13,60.1
"1021261","CAMPBELL RIV",298,144,471,606,13.2,22.0666666666667,13.4,5.86666666666667,3.2,10.6,4.26666666666667,-0.666666666666667,8.2,16.3333333333333,8.83333333333333,2.6,271,1519,8.99166666666667,17.35,2.05,15.3,12.502743032697,64.0221402214022,5.3,13.1,22.1,13,0,3.7,10.7,5,2.6,8.4,16.4,9,553,287,152,481,9.1,17.3,2.1,15.2,1473,285,13,60.7
"1021262","CAMPBELL RIV",331,153,504,686,12.8,21.7666666666667,13.0666666666667,5.23333333333333,4.5,11.8333333333333,6.2,0.7,8.65,16.8,9.63333333333333,2.96666666666667,303,1674,9.5125,17.75,2.45,15.3,11.6562126642772,58.5808580858086,5.1,13,22,12.9,0.1,3.8,10.9,5.2,2.6,8.4,16.5,9,561,298,160,502,9.1,17.3,2,15.3,1521,301,12.6,57.5
"1021263","CAMPBELL RIV",357,153,456,593,13.6,22.5333333333333,13.8666666666667,6.16666666666667,4.3,11,5.23333333333333,0.1,8.95,16.7666666666667,9.55,3.13333333333333,286,1559,9.6,17.65,2.55,15.1,12.5721616420783,61.7132867132867,4.9,12.7,21.9,12.7,-0.2,3.5,10.7,4.9,2.3,8.1,16.3,8.8,560,298,160,500,8.9,17.1,1.8,15.4,1518,301,12.4,56.8
"1021265","CAMPBELL RIV",264,130,462,559,12.4,20.4666666666667,12.7333333333333,6.5,5.66666666666667,12.3333333333333,7.13333333333333,2.06666666666667,9.03333333333333,16.4,9.93333333333333,4.28333333333333,255,1415,9.9125,17.25,3.8,13.45,14.0724381625442,67.6470588235294,6.2,13.7,22.4,13.6,0.6,4.3,11.2,5.4,3.4,9,16.8,9.5,533,286,152,472,9.7,17.7,2.8,14.9,1442,286,13.6,61.8
"1021266","CAMPBELL RIV",262,117,428,560,NA,NA,13.5333333333333,NA,NA,NA,4.93333333333333,NA,NA,NA,9.23333333333333,NA,227,1367,NA,NA,NA,NA,NA,NA,6,13.5,22.3,13.4,0.4,4,11,5.2,3.2,8.8,16.7,9.3,532,278,145,461,9.5,17.5,2.6,14.9,1416,273,13.8,64.3
"102127","LOOKOUT LOW",NA,NA,NA,NA,8.13333333333333,18.3,9.76666666666667,2.06666666666667,0.133333333333333,6.56666666666667,1.8,-2.96666666666667,4.13333333333333,12.4333333333333,5.78333333333333,-0.45,NA,NA,5.475,13.55,-0.95,14.5,NA,NA,2,8.1,18.3,10,-2.7,0.9,8.4,3.3,-0.4,4.5,13.3,6.7,1080,533,159,643,6,14.7,-0.8,15.5,2415,354,6.6,41.5
"102128","LOOKOUT TOP",NA,NA,NA,NA,4.83333333333333,15.7,8.43333333333333,0.3,0.366666666666667,8.8,3.43333333333333,-3.03333333333333,2.6,12.25,5.93333333333333,-1.36666666666667,NA,NA,4.85416666666667,14.05,-1.85,15.9,NA,NA,0.7,6.5,16.9,9,-3.6,0,7.7,2.6,-1.4,3.2,12.3,5.8,1080,534,161,655,5,13.8,-1.7,15.5,2430,359,6.2,38.4
"1021320","CAPE LAZO",243,91,331,495,12.2666666666667,20.2666666666667,12.6333333333333,6.13333333333333,5.8,12.7333333333333,7.23333333333333,2.2,9.03333333333333,16.5,9.93333333333333,4.16666666666667,177,1160,9.90833333333333,17.45,3.75,13.7,17.1623563218391,98.5875706214689,6.4,13.5,22.2,13.6,0.9,4.5,11.7,5.8,3.6,9,16.9,9.7,488,234,102,400,9.8,17.8,3.1,14.7,1224,204,16.2,87.4
"1021330","CAPE MUDGE",301,149,498,622,12.9333333333333,21.1666666666667,13.3,6.66666666666667,5.03333333333333,11.6333333333333,6.46666666666667,1.5,8.98333333333333,16.4,9.88333333333333,4.08333333333333,289,1570,9.8375,17.25,3.65,13.6,12.6353503184713,59.6885813148789,6.2,13.6,22.4,13.5,0.5,4.2,11.2,5.3,3.4,8.9,16.8,9.4,522,279,148,462,9.6,17.7,2.8,14.9,1412,279,13.9,63.2
"1021480","CHATHAM POIN",473,275,700,751,11.9,19.0333333333333,11.5333333333333,5.7,5.66666666666667,11.5,7.16666666666667,2.4,8.78333333333333,15.2666666666667,9.35,4.05,501,2199,9.3625,16,3.65,12.35,8.80513869940882,31.936127744511,5.6,13.4,22,13.2,0.8,4.6,11.3,5.7,3.2,9,16.6,9.5,651,389,214,603,9.6,17.5,2.5,15,1858,397,10.5,44.1
"1021737","COAL HARBOUR",383,171,713,742,12.4333333333333,19.6333333333333,13.1333333333333,6.46666666666667,3.66666666666667,9.96666666666667,5.76666666666667,1.1,8.05,14.8,9.45,3.78333333333333,355,2009,9.02083333333333,15.7,3.25,12.45,9.46781151484984,44.2253521126761,6.5,11.9,19,12.8,1.6,3.9,10.1,5.9,4.1,7.9,14.5,9.3,809,480,218,786,9,15.5,3.7,11.8,2293,443,8.3,34.9
"1021830","COMOX A",225,98,374,498,13,21.7333333333333,13.4666666666667,6.5,5,12.4,6.16666666666667,1.13333333333333,9,17.0666666666667,9.81666666666667,3.81666666666667,186,1195,9.925,17.95,3.4,14.55,16.673640167364,96.505376344086,6.4,13.6,22.3,13.6,0.8,4.5,11.6,5.8,3.6,9,17,9.7,500,242,107,413,9.8,17.8,3.1,14.7,1262,212,15.7,83.9
"1021838","COMOX PCC",224,96,337,477,13.4666666666667,21.9333333333333,13.5666666666667,6.73333333333333,4.3,11.1333333333333,5.56666666666667,1.06666666666667,8.88333333333333,16.5333333333333,9.56666666666667,3.9,177,1134,9.72083333333333,17.4,3.5,13.9,17.39050558495,98.3050847457627,6.1,13.5,22.4,13.7,0.3,4,11.1,5.1,3.2,8.8,16.8,9.4,569,273,114,473,9.5,17.6,2.6,15,1428,221,13.7,79.7
"1021850","COOMBS",237,105,349,443,13.8,22.9,14.1333333333333,6.26666666666667,2.8,9.7,4.06666666666667,-0.533333333333333,8.3,16.3,9.1,2.86666666666667,201,1134,9.14166666666667,17.3,2.3,15,16.8797766019988,86.0696517412935,6,13.2,21.8,13.4,0.6,4.1,11.5,5.6,3.3,8.6,16.6,9.5,462,218,102,364,9.5,17.5,2.7,14.8,1147,197,17,88.8
"1021950","CORTES ISLAN",278,157,444,477,13.0333333333333,21.2333333333333,13.1333333333333,6.36666666666667,6.4,13.4666666666667,7.9,2.4,9.71666666666667,17.35,10.5166666666667,4.38333333333333,296,1356,10.4916666666667,18.2,3.9,14.3,15.111848574238,61.4864864864865,6.3,13.8,22.6,13.5,0.7,4.3,11.4,5.5,3.5,9.1,17,9.5,501,278,154,459,9.8,17.8,2.8,14.9,1392,289,14.2,61.7
"1021960","CORTES ISLAN",248,160,402,432,14.1666666666667,22.9333333333333,13.9666666666667,6.46666666666667,4.36666666666667,11.5333333333333,5.5,0.6,9.26666666666667,17.2333333333333,9.73333333333333,3.53333333333333,293,1242,9.94166666666667,18.2,3.05,15.15,16.0560923242083,62.1160409556314,6.1,13.6,22.5,13.4,0.6,4.3,11.4,5.6,3.4,8.9,16.9,9.5,488,271,147,447,9.7,17.8,2.8,15,1353,279,14.6,63.8
"1021988","COURTENAY GR",273,118,451,602,13.2,21.9666666666667,13.2333333333333,5.76666666666667,4.3,11.3333333333333,5.83333333333333,0.733333333333333,8.75,16.65,9.53333333333333,3.25,220,1444,9.54583333333333,17.5,2.7,14.8,13.5358956602031,79.5454545454545,5.8,13.4,22.2,13.4,0.2,3.9,11.1,5.2,3,8.7,16.7,9.3,544,265,119,449,9.4,17.5,2.5,15,1377,230,14.1,76.1
"1021989","COURTENAY PU",256,99,397,546,14.3,23.6,14.4333333333333,6.43333333333333,3.06666666666667,10.3666666666667,4.46666666666667,-0.4,8.68333333333333,16.9833333333333,9.45,3.01666666666667,200,1298,9.53333333333333,18.1,2.5,15.6,15.0487930148947,90.5,6.3,13.6,22.5,13.7,0.4,4.1,11.2,5.2,3.4,8.9,16.8,9.5,553,265,113,458,9.6,17.7,2.8,15,1389,219,14.1,80.8
"1022250","CUMBERLAND",320,109,475,639,13.7666666666667,22.3666666666667,14,6.06666666666667,3.3,10.4,4.73333333333333,-0.633333333333333,8.53333333333333,16.3833333333333,9.36666666666667,2.71666666666667,236,1543,9.25,17.4,2.05,15.35,12.4756966947505,73.728813559322,5.2,13.1,22.2,13.2,-0.2,3.5,10.8,5,2.5,8.3,16.5,9.1,676,327,117,552,9.1,17.3,1.8,15.5,1672,242,11.4,71.8
"1022430","DENMAN ISLAN",262,104,407,561,13.5,22.3,13.8333333333333,6.33333333333333,3.93333333333333,11.1333333333333,5.13333333333333,0.766666666666667,8.71666666666667,16.7166666666667,9.48333333333333,3.55,191,1334,9.61666666666667,17.75,2.95,14.8,14.7051474262869,92.9319371727749,6,13.5,22.4,13.6,0.5,4.1,11.2,5.4,3.3,8.8,16.8,9.5,513,239,95,415,9.6,17.8,2.7,15.1,1262,192,15.5,92.8
"1022436","DENMAN ISLAN",294,NA,NA,NA,13.6333333333333,NA,NA,6.1,4.16666666666667,NA,NA,0.8,8.9,NA,NA,3.45,NA,NA,NA,NA,3,NA,NA,NA,6,13.4,22.2,13.5,0.5,4.1,11.2,5.4,3.3,8.8,16.7,9.4,522,243,97,418,9.5,17.6,2.7,15,1280,195,15.3,90.6
"1022571","DUNCAN GLENO",294,97,413,620,14.3666666666667,23.4,14.3,5.86666666666667,4,11.2333333333333,5.13333333333333,0.1,9.18333333333333,17.3166666666667,9.71666666666667,2.98333333333333,203,1424,9.8,18.35,2.35,16,13.9044943820225,90.3940886699507,6.5,13.9,22.7,14.2,0.8,4.6,11.4,6,3.7,9.2,17,10.1,566,265,89,401,10,18,3.1,14.9,1322,186,15.1,96.6
"1022689","ENTRANCE ISL",38,41,56,69,12.6333333333333,20.2666666666667,13.5,7.53333333333333,7.56666666666667,14.1333333333333,9.66666666666667,3.9,10.1,17.2,11.5833333333333,5.71666666666667,56,204,11.15,17.95,5.4,12.55,103.676470588235,320.535714285714,7.1,13.2,21.2,13.7,1.5,5.4,12.4,6.8,4.3,9.3,16.8,10.3,393,200,93,319,10.2,17.7,3.8,13.9,1005,192,20.1,91.8
"102302","MT CAIN 12SS",NA,NA,NA,NA,11.0666666666667,20.3666666666667,12.5333333333333,4.13333333333333,2.76666666666667,9.4,4.76666666666667,-0.7,6.91666666666667,14.8833333333333,8.65,1.71666666666667,NA,NA,8.04166666666667,16.1,0.85,15.25,NA,NA,3.5,10.7,19.9,11.5,-1,2.1,9.2,4.2,1.2,6.4,14.5,7.8,828,431,182,793,7.5,15.7,0.4,15.3,2233,357,7.8,43.9
